operator_reliability_score,operator_compliance_rate,ml_risk_score,final_risk_tier
73.5,0.6375579598145286,0.3371041250030923,LOW
73.5,0.6375579598145286,0.2356832732003811,LOW
73.5,0.6375579598145286,0.3278204874979484,LOW
79.2,0.7371820750908357,0.2418223329038858,LOW
73.5,0.6375579598145286,0.3368918397952984,LOW
73.5,0.6375579598145286,0.3868395585315869,LOW
73.5,0.6375579598145286,0.3956946704711164,LOW
79.2,0.7371820750908357,0.2120707411475643,LOW
73.5,0.6375579598145286,0.2549205223215748,LOW
73.5,0.6375579598145286,0.2529748166461874,LOW
73.5,0.6375579598145286,0.3160136385382781,LOW
73.5,0.6375579598145286,0.2536695397851156,LOW
79.2,0.7371820750908357,0.2241412962922124,LOW
79.2,0.7371820750908357,0.2255530079895642,LOW
79.2,0.7371820750908357,0.2243585924415954,LOW
79.2,0.7371820750908357,0.2416506257034476,LOW
73.5,0.6375579598145286,0.3394111998624212,LOW
79.2,0.7371820750908357,0.2374290900664747,LOW
79.2,0.7371820750908357,0.2420665079821805,LOW
79.2,0.7371820750908357,0.2404691589746368,LOW
73.5,0.6375579598145286,0.407264452708554,MEDIUM
73.5,0.6375579598145286,0.3696685668036337,LOW
79.2,0.7371820750908357,0.2254521342326446,LOW
79.2,0.7371820750908357,0.2236030365915127,LOW
79.2,0.7371820750908357,0.2222779832379852,LOW
73.5,0.6375579598145286,0.3866278284443759,LOW
79.2,0.7371820750908357,0.2405760370444096,LOW
73.5,0.6375579598145286,0.3159256944934945,LOW
73.5,0.6375579598145286,0.2565665084048798,LOW
73.5,0.6375579598145286,0.3699743676542641,LOW
79.2,0.7371820750908357,0.2415589266696266,LOW
73.5,0.6375579598145286,0.3832038044348393,LOW
73.5,0.6375579598145286,0.3319088132130531,LOW
79.2,0.7371820750908357,0.2418211921032594,LOW
79.2,0.7371820750908357,0.2409907536997821,LOW
73.5,0.6375579598145286,0.3825997022713243,LOW
73.5,0.6375579598145286,0.3818671459236779,LOW
73.5,0.6375579598145286,0.3614081520942314,LOW
79.2,0.7371820750908357,0.2407162735620213,LOW
79.2,0.7371820750908357,0.2380397007470219,LOW
73.5,0.6375579598145286,0.3581501008162208,LOW
73.5,0.6375579598145286,0.33754647803499,LOW
73.5,0.6375579598145286,0.3844450826169572,LOW
73.5,0.6375579598145286,0.2551331511094701,LOW
79.2,0.7371820750908357,0.2201671917004427,LOW
73.5,0.6375579598145286,0.2524163580367393,LOW
73.5,0.6375579598145286,0.3804181771619126,LOW
73.5,0.6375579598145286,0.9961565753315956,HIGH
73.5,0.6375579598145286,0.2554097359263275,LOW
73.5,0.6375579598145286,0.3379985580634486,LOW
